Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
75113_016_01;7 AVENUE PORTE DE CHOISY;FREE MOBILE;2011-10-26;2013-12-13;2022-08-29;;3G/4G/5G;75013;"{""coordinates"": [2.3659190566667907, 48.81806037467854], ""type"": ""Point""}";48.81806037467854, 2.3659190566667907
75113_023_05;43 AVENUE DES GOBELINS;FREE MOBILE;2015-06-24;2015-06-24;;;3G/4G;75013;"{""coordinates"": [2.3531445000771964, 48.83539499988971], ""type"": ""Point""}";48.83539499988971, 2.3531445000771964
75113_072_01;15 bis avenue d'Italie 75013 Paris;FREE MOBILE;2020-07-10;2020-08-07;;;3G/4G;75013;"{""coordinates"": [2.356587000621439, 48.82930199987429], ""type"": ""Point""}";48.82930199987429, 2.356587000621439
75114_005_02;18 RUE JONQUOY;FREE MOBILE;2015-10-09;2015-10-09;2022-04-07;;3G/4G/5G;75014;"{""coordinates"": [2.3154615001942536, 48.8293380004036], ""type"": ""Point""}";48.8293380004036, 2.3154615001942536
75113_067_07;7 AVENUE DE LA PORTE D IVRY;FREE MOBILE;2022-10-28;2022-10-28;2022-11-04;;3G/4G/5G;75013;"{""coordinates"": [2.372256000257784, 48.81979800036137], ""type"": ""Point""}";48.81979800036137, 2.372256000257784
75115_092_01;15 rue Bargue 75015 Paris;FREE MOBILE;2021-09-09;2021-09-09;2021-09-14;;3G/4G/5G;75015;"{""coordinates"": [2.307280499718661, 48.839480999626815], ""type"": ""Point""}";48.839480999626815, 2.307280499718661
75115_077_01;149 RUE DE SEVRES;FREE MOBILE;2019-02-27;2019-05-03;2022-01-04;;3G/4G/5G;75015;"{""coordinates"": [2.3149374698428633, 48.846326208926385], ""type"": ""Point""}";48.846326208926385, 2.3149374698428633
75115_005_06;17 BOULEVARD GARIBALDI;FREE MOBILE;2014-12-30;2014-12-30;2022-06-30;;3G/4G/5G;75015;"{""coordinates"": [2.303818991648105, 48.84744531321672], ""type"": ""Point""}";48.84744531321672, 2.303818991648105
75115_047_02;25 RUE VOUILLE;FREE MOBILE;2017-03-22;2017-03-22;2022-11-10;;3G/4G;75015;"{""coordinates"": [2.3055660575584933, 48.83460542969074], ""type"": ""Point""}";48.83460542969074, 2.3055660575584933
75116_007_04;3 RUE DE TRAKTIR;FREE MOBILE;2017-02-09;2017-02-09;;;3G/4G;75016;"{""coordinates"": [2.2915439994230193, 48.872745000332095], ""type"": ""Point""}";48.872745000332095, 2.2915439994230193
75116_027_01;35 AVENUE KLEBER;FREE MOBILE;2015-03-18;2015-03-18;;;3G/4G;75016;"{""coordinates"": [2.2920074997164033, 48.86919899957123], ""type"": ""Point""}";48.86919899957123, 2.2920074997164033
75117_099_01;45 rue des Acacias;FREE MOBILE;2023-10-25;2023-10-25;2023-11-16;;3G/4G/5G;75017;"{""coordinates"": [2.29310099954644, 48.877731000148664], ""type"": ""Point""}";48.877731000148664, 2.29310099954644
75117_009_04;6 avenue  MAC MAHON;FREE MOBILE;2014-05-19;2014-05-19;;;3G/4G;75017;"{""coordinates"": [2.294877427415991, 48.87554330428072], ""type"": ""Point""}";48.87554330428072, 2.294877427415991
75117_028_02;3 RUE LEON COSNARD;FREE MOBILE;2018-06-21;2018-07-10;;;3G/4G;75017;"{""coordinates"": [2.3126995907532484, 48.88358617806682], ""type"": ""Point""}";48.88358617806682, 2.3126995907532484
75117_052_01;55 Rue Nollet;FREE MOBILE;2017-11-21;2017-11-21;;;3G/4G;75017;"{""coordinates"": [2.3212170001286454, 48.88700999970357], ""type"": ""Point""}";48.88700999970357, 2.3212170001286454
75117_070_01;58/60 AVENUE DE LA GRANDE ARMÉE;FREE MOBILE;2019-11-27;2019-11-27;;;3G/4G/5G;75017;"{""coordinates"": [2.286662575672707, 48.87684070343484], ""type"": ""Point""}";48.87684070343484, 2.286662575672707
75118_073_02;24-26 rue Raymond Queneau 75018 Paris;FREE MOBILE;2020-12-13;2020-12-13;2021-04-15;;3G/4G/5G;75018;"{""coordinates"": [2.3607461175706423, 48.89543463061662], ""type"": ""Point""}";48.89543463061662, 2.3607461175706423
75118_015_01;28 RUE GINETTE NEVEU;FREE MOBILE;2013-11-06;2013-11-05;2023-08-16;;3G/4G;75018;"{""coordinates"": [2.3455934996639445, 48.90052800025068], ""type"": ""Point""}";48.90052800025068, 2.3455934996639445
75118_008_09;46, bd Barbès;FREE MOBILE;2017-11-30;2017-11-30;;;3G/4G;75018;"{""coordinates"": [2.3498460002709716, 48.88722600038322], ""type"": ""Point""}";48.88722600038322, 2.3498460002709716
75118_006_04;7 AVENUE DE LA PORTE D AUBERVILLIERS;FREE MOBILE;2016-06-21;2016-06-17;2022-04-29;;3G/4G/5G;75018;"{""coordinates"": [2.3700420001456814, 48.89967299998144], ""type"": ""Point""}";48.89967299998144, 2.3700420001456814
75119_003_01;159 AVENUE FLANDRES;FREE MOBILE;2013-09-16;2013-09-16;2023-07-18;;3G/4G;75019;"{""coordinates"": [2.380309885333571, 48.893768389209114], ""type"": ""Point""}";48.893768389209114, 2.380309885333571
00025138U3;247, rue Saint Jacques;Orange;2014-06-24;2014-04-16;2023-07-31;;;75005;"{""coordinates"": [2.3414445001630737, 48.84254999966783], ""type"": ""Point""}";48.84254999966783, 2.3414445001630737
00000129U7;104, av st germain;Orange;2012-10-03;2013-04-05;2022-06-24;;;75006;"{""coordinates"": [2.342559481537042, 48.851666351719054], ""type"": ""Point""}";48.851666351719054, 2.342559481537042
00000133U7;7, bd raspail;Orange;2013-01-07;2015-06-17;;;;75007;"{""coordinates"": [2.325991500526265, 48.855203999925294], ""type"": ""Point""}";48.855203999925294, 2.325991500526265
00000116U8;18/20, rue de navarin;Orange;2013-03-14;2013-03-23;2019-07-24;;;75009;"{""coordinates"": [2.3382135001807924, 48.8798730004014], ""type"": ""Point""}";48.8798730004014, 2.3382135001807924
00080166U8;175, rue lafayette;Orange;;2013-05-21;2022-06-30;;;75010;"{""coordinates"": [2.35951650006236, 48.8800620000297], ""type"": ""Point""}";48.8800620000297, 2.35951650006236
00000032U8;16/28, rue des écluses st martin;Orange;2011-02-23;2013-08-09;;;;75010;"{""coordinates"": [2.3664520771923176, 48.87719612484661], ""type"": ""Point""}";48.87719612484661, 2.3664520771923176
00008151U5;137-139 rue Oberkampf;Orange;2011-01-18;2013-07-03;2021-03-15;;;75011;"{""coordinates"": [2.380620446813496, 48.86656138938751], ""type"": ""Point""}";48.86656138938751, 2.380620446813496
00000229U8;22/26, rue st mandé;Orange;2013-02-08;2013-06-06;2021-05-11;;;75012;"{""coordinates"": [2.3994224994398414, 48.84502499994314], ""type"": ""Point""}";48.84502499994314, 2.3994224994398414
00006220U5;54, quai de la rapée;Orange;2013-11-06;2017-11-06;;;;75012;"{""coordinates"": [2.3721174991826754, 48.84279361940893], ""type"": ""Point""}";48.84279361940893, 2.3721174991826754
00027519U3;34 avenue de Choisy;Orange;2015-11-19;2015-11-19;2022-08-12;;;75013;"{""coordinates"": [2.3631389996835686, 48.82229999996197], ""type"": ""Point""}";48.82229999996197, 2.3631389996835686
00080195U7;65-67, rue raymond losserand;Orange;2011-03-03;2013-11-04;2020-12-16;;;75014;"{""coordinates"": [2.318935500559038, 48.834288000226], ""type"": ""Point""}";48.834288000226, 2.318935500559038
00000050U7;1/3, sq henri de lormel;Orange;2008-03-20;2013-07-04;2022-07-08;;;75014;"{""coordinates"": [2.3295735005725233, 48.83197499983508], ""type"": ""Point""}";48.83197499983508, 2.3295735005725233
00008723U3;56 avenue Georges Mandel;Orange;2016-11-14;2016-11-14;2022-12-02;;;75016;"{""coordinates"": [2.2779397652974342, 48.86416637652613], ""type"": ""Point""}";48.86416637652613, 2.2779397652974342
00000101U7;7, place d'Iéna;Orange;2011-05-03;2013-06-14;2023-10-31;;;75016;"{""coordinates"": [2.293753499647067, 48.864249000322445], ""type"": ""Point""}";48.864249000322445, 2.293753499647067
00020594U3;11 Boulevard Jules Sandeau;Orange;2019-07-29;2019-07-29;;;;75016;"{""coordinates"": [2.2731524996501618, 48.86146800009131], ""type"": ""Point""}";48.86146800009131, 2.2731524996501618
00000451U7;3 boulevard  suchet;Orange;2013-04-25;2013-10-30;;;;75016;"{""coordinates"": [2.2669684616102446, 48.860747277445746], ""type"": ""Point""}";48.860747277445746, 2.2669684616102446
00000228U8;24, boulevard ney;Orange;2011-05-26;2013-05-30;2022-09-01;;;75018;"{""coordinates"": [2.3679810006333506, 48.898809000155204], ""type"": ""Point""}";48.898809000155204, 2.3679810006333506
00013296U5;3 rue Saint Rustique;Orange;;2015-02-02;2023-12-27;;;75018;"{""coordinates"": [2.340446651437069, 48.88693284999005], ""type"": ""Point""}";48.88693284999005, 2.340446651437069
00025182U5;27 Avenue de la Porte de Clignancourt;Orange;2017-04-01;2017-04-01;;;;75018;"{""coordinates"": [2.343861000319581, 48.89873699991253], ""type"": ""Point""}";48.89873699991253, 2.343861000319581
00000044U8;35/37, rue fessart;Orange;2011-05-30;2013-08-12;2021-08-27;;;75019;"{""coordinates"": [2.3852845767033384, 48.87669660655629], ""type"": ""Point""}";48.87669660655629, 2.3852845767033384
00000065U8;42/44, rue j python;Orange;2013-08-22;2016-12-02;;;;75020;"{""coordinates"": [2.412535500350884, 48.86363700019188], ""type"": ""Point""}";48.86363700019188, 2.412535500350884
753536;2  RUE DE TURENNE;SFR;;;;;++4G+;75004;"{""coordinates"": [2.363166000637503, 48.854736000134174], ""type"": ""Point""}";48.854736000134174, 2.363166000637503
751115;27  RUE DES FRANCS BOURGEOIS;SFR;;;2022-11-24;;2G+3G+4G+5G;75004;"{""coordinates"": [2.3613537188126066, 48.857300370392146], ""type"": ""Point""}";48.857300370392146, 2.3613537188126066
7510000038;52 RUE BONAPARTE;SFR;;;;;++4G+;75006;"{""coordinates"": [2.333227500481923, 48.85335000038631], ""type"": ""Point""}";48.85335000038631, 2.333227500481923
757210;75  RUE BONAPARTE;SFR;;;;;++4G+;75006;"{""coordinates"": [2.33269323825385, 48.84890784222445], ""type"": ""Point""}";48.84890784222445, 2.33269323825385
751141;12  BOULEVARD DES INVALIDES;SFR;;;2022-01-30;;2G+3G+4G+5G;75007;"{""coordinates"": [2.314511996794436, 48.85333855977133], ""type"": ""Point""}";48.85333855977133, 2.314511996794436
757408;93 rue de l'Université;SFR;;;2021-10-18;;2G+3G+4G+5G;75007;"{""coordinates"": [2.3167889999082094, 48.86080200021163], ""type"": ""Point""}";48.86080200021163, 2.3167889999082094
750027;49  AVENUE DES CHAMPS ELYSEES;SFR;;;2021-03-19;;2G+3G+4G+;75008;"{""coordinates"": [2.3056470006613257, 48.87004499997206], ""type"": ""Point""}";48.87004499997206, 2.3056470006613257
753595;18  RUE DE MOGADOR;SFR;;;;;++4G+;75009;"{""coordinates"": [2.3314409994250753, 48.87450899997969], ""type"": ""Point""}";48.87450899997969, 2.3314409994250753
750082;41  BOULEVARD DE STRASBOURG;SFR;;;2021-03-19;;2G+3G+4G+5G;75010;"{""coordinates"": [2.3555881012091358, 48.87197751842045], ""type"": ""Point""}";48.87197751842045, 2.3555881012091358
751267;209  RUE DE CHARENTON;SFR;;;2021-03-19;;2G+3G+4G+5G;75012;"{""coordinates"": [2.3890265089148954, 48.839345397838464], ""type"": ""Point""}";48.839345397838464, 2.3890265089148954
7510058048;48 Rue du château des Rentiers;SFR;;;;;+3G+4G+;75013;"{""coordinates"": [2.3697414600481843, 48.825585622354815], ""type"": ""Point""}";48.825585622354815, 2.3697414600481843
751225;8  VILLA DU PARC DE MONTSOURIS;SFR;;;2021-12-16;;2G+3G+4G+5G;75014;"{""coordinates"": [2.333915047728923, 48.82204734268491], ""type"": ""Point""}";48.82204734268491, 2.333915047728923
751215;131  BOULEVARD DE GRENELLE;SFR;;;2021-05-14;;2G+3G+4G+5G;75015;"{""coordinates"": [2.300413500680115, 48.84851699990213], ""type"": ""Point""}";48.84851699990213, 2.300413500680115
7510000017;1 boulevard VICTOR;SFR;;;2022-06-10;;2G+3G+4G+5G;75015;"{""coordinates"": [2.2765940155044277, 48.83666328659696], ""type"": ""Point""}";48.83666328659696, 2.2765940155044277
7510051978;8 Rue Plumet;SFR;;;2023-12-01;;+3G+4G+5G;75015;"{""coordinates"": [2.3086170006159357, 48.83946299996573], ""type"": ""Point""}";48.83946299996573, 2.3086170006159357
756600;64  AVENUE THEOPHILE GAUTIER;SFR;;;2021-10-29;;2G+3G+4G+5G;75016;"{""coordinates"": [2.2693624909522963, 48.8480212794557], ""type"": ""Point""}";48.8480212794557, 2.2693624909522963
757207;3 RUE RAFFAELLI;SFR;;;2022-11-24;;2G+3G+4G+5G;75016;"{""coordinates"": [2.2558545003316364, 48.84305400007065], ""type"": ""Point""}";48.84305400007065, 2.2558545003316364
750094;Place du Maréchal de Lattre de Tassigny;SFR;;;2023-05-10;;2G+3G+4G+;75016;"{""coordinates"": [2.274814273070691, 48.87169429208999], ""type"": ""Point""}";48.87169429208999, 2.274814273070691
756035;2  RUE CHARLES TOURNEMIRE;SFR;;;2021-04-07;;2G+3G+4G+5G;75017;"{""coordinates"": [2.286243000315241, 48.88605600016717], ""type"": ""Point""}";48.88605600016717, 2.286243000315241
751351;10 rue Ordener;SFR;;;2021-03-19;;2G+3G+4G+5G;75018;"{""coordinates"": [2.358504000318649, 48.89042100015781], ""type"": ""Point""}";48.89042100015781, 2.358504000318649
753527;3, rue  Burcq;SFR;;;2023-01-24;;2G+3G+4G+5G;75018;"{""coordinates"": [2.3359409997248433, 48.88580399963043], ""type"": ""Point""}";48.88580399963043, 2.3359409997248433
7510052121;39 COURS DE VINCENNES;SFR;;;2023-11-10;;+3G+4G+5G;75020;"{""coordinates"": [2.402809095952956, 48.84822529632347], ""type"": ""Point""}";48.84822529632347, 2.402809095952956
75116_005_01;1 PLACE DU MARECHAL DE LATTRE DE TASSIGNY;FREE MOBILE;2012-06-27;2013-09-30;;;3G/4G/5G;75016;"{""coordinates"": [2.275052567544043, 48.87153995793231], ""type"": ""Point""}";48.87153995793231, 2.275052567544043
75118_062_07;87, rue Damrémont 75018 Paris;FREE MOBILE;2020-08-26;2020-09-04;2021-03-19;;3G/4G/5G;75018;"{""coordinates"": [2.336391000438691, 48.89389500001382], ""type"": ""Point""}";48.89389500001382, 2.336391000438691
75118_023_03;44 RUE PORTE POISSONNIERS;FREE MOBILE;2012-10-09;2013-11-19;2022-12-21;;3G/4G/5G;75018;"{""coordinates"": [2.3525246291230495, 48.900150638907874], ""type"": ""Point""}";48.900150638907874, 2.3525246291230495
75118_005_03;17 RUE ANDREZIEUX;FREE MOBILE;2012-09-21;2013-11-07;;;3G/4G;75018;"{""coordinates"": [2.3538971134673736, 48.89361663731102], ""type"": ""Point""}";48.89361663731102, 2.3538971134673736
75119_014_07;49/51/53 rue de l Ourcq;FREE MOBILE;2018-10-25;2018-10-25;2022-03-08;;3G/4G;75019;"{""coordinates"": [2.3812649997100968, 48.89110499989242], ""type"": ""Point""}";48.89110499989242, 2.3812649997100968
75119_006_03;36 RUE DE THIONVILLE;FREE MOBILE;2013-03-26;2014-03-12;2023-07-26;;3G/4G/5G;75019;"{""coordinates"": [2.385580500152632, 48.89010600015054], ""type"": ""Point""}";48.89010600015054, 2.385580500152632
75120_064_03;28 rue Planchat;FREE MOBILE;2021-06-25;2021-06-25;2021-07-29;;3G/4G/5G;75020;"{""coordinates"": [2.3980759750758853, 48.85385790683074], ""type"": ""Point""}";48.85385790683074, 2.3980759750758853
75120_021_01;98-100 rue des Orteaux;FREE MOBILE;2014-03-14;2014-03-14;2022-02-10;;3G/4G/5G;75020;"{""coordinates"": [2.408907278086256, 48.85547908293119], ""type"": ""Point""}";48.85547908293119, 2.408907278086256
75120_003_05;145rue Pelleport;FREE MOBILE;2014-06-05;2014-08-27;2022-06-30;;3G/4G/5G;75020;"{""coordinates"": [2.39778900053992, 48.873482999836725], ""type"": ""Point""}";48.873482999836725, 2.39778900053992
75120_026_13;6, place Émile Landrin;FREE MOBILE;2017-08-07;2017-08-07;;;3G/4G/5G;75020;"{""coordinates"": [2.4005385001414425, 48.86412300039164], ""type"": ""Point""}";48.86412300039164, 2.4005385001414425
00000231U8;55, rue jean jacques rousseau;Orange;2013-01-08;2012-09-17;2019-09-18;;;75001;"{""coordinates"": [2.3433795000907107, 48.86407800016977], ""type"": ""Point""}";48.86407800016977, 2.3433795000907107
00000003U7;40, bd port royal;Orange;2011-05-04;2013-07-02;2021-10-28;;;75005;"{""coordinates"": [2.3477759993368674, 48.83741100014902], ""type"": ""Point""}";48.83741100014902, 2.3477759993368674
00024992U3;12, bld des Invalides;Orange;2013-11-12;2013-12-03;2022-12-12;;;75007;"{""coordinates"": [2.3142759523710144, 48.85333720725538], ""type"": ""Point""}";48.85333720725538, 2.3142759523710144
00023730U3;17 avenue de Saxe;Orange;2015-08-10;2015-08-04;2022-12-13;;;75007;"{""coordinates"": [2.309107500301524, 48.849155999970755], ""type"": ""Point""}";48.849155999970755, 2.309107500301524
00000212U8;33, rue rodier;Orange;2013-07-03;2016-06-28;;;;75009;"{""coordinates"": [2.343222000198464, 48.879368999657004], ""type"": ""Point""}";48.879368999657004, 2.343222000198464
00025146U5;21 Rue Jean Poulmarch;Orange;2017-07-11;2017-07-11;2023-12-15;;;75010;"{""coordinates"": [2.363319000008626, 48.87304200006279], ""type"": ""Point""}";48.87304200006279, 2.363319000008626
00000062U8;8 Passage  st pierre Amelot;Orange;2011-02-10;2013-06-07;2020-11-23;;;75011;"{""coordinates"": [2.3698495438008416, 48.86256662123933], ""type"": ""Point""}";48.86256662123933, 2.3698495438008416
00000055U7;25, rue du dr roux;Orange;2011-03-03;2014-05-28;2020-11-10;;;75015;"{""coordinates"": [2.310813000019614, 48.84034500020133], ""type"": ""Point""}";48.84034500020133, 2.310813000019614
00015041U3;10/12 rue Saint Amand;Orange;2011-05-06;2013-03-06;2023-03-30;;;75015;"{""coordinates"": [2.307383999414666, 48.83528700000576], ""type"": ""Point""}";48.83528700000576, 2.307383999414666
00000402U7;67, bd suchet;Orange;2012-06-25;2013-07-29;2021-06-21;;;75016;"{""coordinates"": [2.2612960180056745, 48.85156872886413], ""type"": ""Point""}";48.85156872886413, 2.2612960180056745
00006602U3;61 rue du Chardon Lagache;Orange;2012-09-12;2015-11-26;2023-06-30;;;75016;"{""coordinates"": [2.2646608975715417, 48.84243510932419], ""type"": ""Point""}";48.84243510932419, 2.2646608975715417
00000413U7;10/12, rue benjamin franklin;Orange;2011-04-29;2013-09-30;;;;75016;"{""coordinates"": [2.285603968699242, 48.859656588046704], ""type"": ""Point""}";48.859656588046704, 2.285603968699242
00006604U3;22, avenue du Président Kennedy;Orange;2012-08-13;2015-11-20;;;;75016;"{""coordinates"": [2.2858560003239248, 48.8564729997384], ""type"": ""Point""}";48.8564729997384, 2.2858560003239248
00000114U7;58/60, av de la grande armée;Orange;2011-10-03;2013-06-27;2023-04-28;;;75017;"{""coordinates"": [2.286426425475609, 48.87683929601073], ""type"": ""Point""}";48.87683929601073, 2.286426425475609
00000133U8;3, rue stephenson;Orange;2012-02-03;2013-08-09;2020-11-03;;;75018;"{""coordinates"": [2.356663499459378, 48.885290999928365], ""type"": ""Point""}";48.885290999928365, 2.356663499459378
00000080U8;45, rue d'avron;Orange;2011-05-06;2013-06-06;2021-03-19;;;75020;"{""coordinates"": [2.40180300053894, 48.85202700035404], ""type"": ""Point""}";48.85202700035404, 2.40180300053894
7510000041;20 Rue Colonel driant;SFR;;;;;2G+3G+4G+;75001;"{""coordinates"": [2.3388164997294827, 48.86385300040725], ""type"": ""Point""}";48.86385300040725, 2.3388164997294827
750076;57  BOULEVARD SAINT GERMAIN;SFR;;;2021-07-28;;2G+3G+4G+5G;75005;"{""coordinates"": [2.346865984902619, 48.85030735597858], ""type"": ""Point""}";48.85030735597858, 2.346865984902619
753537;22  AVENUE DUQUESNE;SFR;;;2022-07-27;;2G+3G+4G+5G;75007;"{""coordinates"": [2.3103314998154247, 48.851324999970025], ""type"": ""Point""}";48.851324999970025, 2.3103314998154247
757247;15  RUE D AMSTERDAM;SFR;;;2022-10-12;;2G+3G+4G+5G;75008;"{""coordinates"": [2.326801499667273, 48.87677700014459], ""type"": ""Point""}";48.87677700014459, 2.326801499667273
750006;168  RUE DU FAUBOURG SAINT MARTIN;SFR;;;2022-10-28;;2G+3G+4G+5G;75010;"{""coordinates"": [2.36138067326182, 48.8772578703477], ""type"": ""Point""}";48.8772578703477, 2.36138067326182
751254;110  RUE JEAN PIERRE TIMBAUD;SFR;;;2022-02-02;;2G+3G+4G+5G;75011;"{""coordinates"": [2.3793829425934048, 48.86827138795575], ""type"": ""Point""}";48.86827138795575, 2.3793829425934048
751314;88  BOULEVARD AUGUSTE BLANQUI;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3456639938693207, 48.831003531098744], ""type"": ""Point""}";48.831003531098744, 2.3456639938693207
750117;42  RUE DAVIEL;SFR;;;2021-06-30;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3435414858288928, 48.828543533386785], ""type"": ""Point""}";48.828543533386785, 2.3435414858288928
757203;6  BOULEVARD VINCENT AURIOL;SFR;;;2022-07-01;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3731110495410164, 48.837480503614394], ""type"": ""Point""}";48.837480503614394, 2.3731110495410164
754039;101  BOULEVARD ARAGO;SFR;;;2021-04-07;;2G+3G+4G+5G;75014;"{""coordinates"": [2.33358202017399, 48.834269342369026], ""type"": ""Point""}";48.834269342369026, 2.33358202017399
757272;149 RUE DE SEVRES;SFR;;;2022-01-17;;2G+3G+4G+5G;75015;"{""coordinates"": [2.3151734825287513, 48.84632756014593], ""type"": ""Point""}";48.84632756014593, 2.3151734825287513
