Code site;Adresse;Opérateur;Mise en service;Mise en service 4G;Mise en service 5G - 3500;Mise en service 5G - 700;Type;Arrondissement;geo_shape;geo_point_2d
00000120U7;49, rue cardinet;Orange;2012-07-04;2013-04-17;2023-11-30;;;75017;"{""coordinates"": [2.3060474994653672, 48.88277100025154], ""type"": ""Point""}";48.88277100025154, 2.3060474994653672
00007712U5;46 rue Labat;Orange;;2013-06-19;2022-04-08;;;75018;"{""coordinates"": [2.34744542068622, 48.88913023763381], ""type"": ""Point""}";48.88913023763381, 2.34744542068622
00080170U8;5 rue de Simplon;Orange;2014-01-09;2013-11-04;2023-01-26;;;75018;"{""coordinates"": [2.3518934996807617, 48.893328000077105], ""type"": ""Point""}";48.893328000077105, 2.3518934996807617
00080181U8;17, rue gabrielle;Orange;2016-10-20;2016-10-20;;;;75018;"{""coordinates"": [2.3409944993668734, 48.885606000442586], ""type"": ""Point""}";48.885606000442586, 2.3409944993668734
00000018U8;27, rue édouard pailleron;Orange;2012-07-09;2013-06-10;2022-09-13;;;75019;"{""coordinates"": [2.377939500076122, 48.881124000115015], ""type"": ""Point""}";48.881124000115015, 2.377939500076122
00080167U8;50, rue du capitaine ferber;Orange;2012-04-06;2013-07-30;2021-10-11;;;75020;"{""coordinates"": [2.4074179453120252, 48.86711041545463], ""type"": ""Point""}";48.86711041545463, 2.4074179453120252
00020375U5;15, rue des Pavillons;Orange;2011-06-16;2013-12-12;;;;75020;"{""coordinates"": [2.397451500168313, 48.87262800011076], ""type"": ""Point""}";48.87262800011076, 2.397451500168313
00017317U3;55 B Avenue Duquesne;Orange;;2023-12-27;2023-12-27;;;75007;"{""coordinates"": [2.314075500441585, 48.84939899977432], ""type"": ""Point""}";48.84939899977432, 2.314075500441585
00034917U5;25 B Rue de Lourmel;Orange;;2023-02-21;2023-02-21;;;75015;"{""coordinates"": [2.2908959996905898, 48.84884999979275], ""type"": ""Point""}";48.84884999979275, 2.2908959996905898
00080197U8;14 B Rue Joseph de Maistre;Orange;2023-07-25;2023-07-25;2023-07-25;;;75018;"{""coordinates"": [2.3328989995871448, 48.88655999965394], ""type"": ""Point""}";48.88655999965394, 2.3328989995871448
757538;4 RUE CAMBON;SFR;;;2023-07-07;;+3G+4G+5G;75001;"{""coordinates"": [2.3253649478150553, 48.86646233490878], ""type"": ""Point""}";48.86646233490878, 2.3253649478150553
756595;4 PLACE JUSSIEU;SFR;;;2022-08-12;;2G+3G+4G+5G;75005;"{""coordinates"": [2.3549219570214306, 48.84626947948361], ""type"": ""Point""}";48.84626947948361, 2.3549219570214306
7510052039;25 RUE VERNET;SFR;;;2023-08-25;;+3G+4G+5G;75008;"{""coordinates"": [2.2978204352772744, 48.87197030777918], ""type"": ""Point""}";48.87197030777918, 2.2978204352772744
750058;3  RUE SERVAN;SFR;;;2021-03-19;;2G+3G+4G+5G;75011;"{""coordinates"": [2.3838469635844635, 48.859127392127185], ""type"": ""Point""}";48.859127392127185, 2.3838469635844635
750442;22  AVENUE DE SAINT MANDE;SFR;;;2021-03-19;;2G+3G+4G+5G;75012;"{""coordinates"": [2.398779000633253, 48.84508799997437], ""type"": ""Point""}";48.84508799997437, 2.398779000633253
751245;3  AVENUE DE CORBERA;SFR;;;2021-04-07;;2G+3G+4G+;75012;"{""coordinates"": [2.381344994079886, 48.845618389557046], ""type"": ""Point""}";48.845618389557046, 2.381344994079886
750035;5  RUE RUBENS;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3552765190563125, 48.834611364038174], ""type"": ""Point""}";48.834611364038174, 2.3552765190563125
750963;220  RUE DU FAUBOURG SAINT ANTOINE;SFR;;;;;2G+3G+4G+;75012;"{""coordinates"": [2.387262486010491, 48.849551395968035], ""type"": ""Point""}";48.849551395968035, 2.387262486010491
750083;149  RUE DU CHATEAU DES RENTIERS;SFR;;;2021-03-19;;2G+3G+4G+5G;75013;"{""coordinates"": [2.3638050006423983, 48.82948199975012], ""type"": ""Point""}";48.82948199975012, 2.3638050006423983
753515;27  BOULEVARD JOURDAN;SFR;;;2022-08-05;;2G+3G+4G+5G;75014;"{""coordinates"": [2.337439458490856, 48.82050653980294], ""type"": ""Point""}";48.82050653980294, 2.337439458490856
7510041097;1 Place de la porte de Versailles;SFR;;;;;2G+3G+4G+;75015;"{""coordinates"": [2.288588410085154, 48.83210276841548], ""type"": ""Point""}";48.83210276841548, 2.288588410085154
756597;13  RUE CAMILLE BLAISOT;SFR;;;2021-04-07;;2G+3G+4G+5G;75017;"{""coordinates"": [2.328619499664181, 48.90006899982947], ""type"": ""Point""}";48.90006899982947, 2.328619499664181
750417;33  AVENUE DE WAGRAM;SFR;;;2021-07-08;;2G+3G+4G+5G;75017;"{""coordinates"": [2.296908000410656, 48.87675000044919], ""type"": ""Point""}";48.87675000044919, 2.296908000410656
753550;7  RUE BOURSAULT;SFR;;;;;2G+3G+4G+;75017;"{""coordinates"": [2.3204194100057656, 48.88298632972128], ""type"": ""Point""}";48.88298632972128, 2.3204194100057656
750724;51  RUE POLONCEAU;SFR;;;2021-03-19;;2G+3G+4G+5G;75018;"{""coordinates"": [2.350564903369306, 48.88584835935598], ""type"": ""Point""}";48.88584835935598, 2.350564903369306
751349;17  ALLEE D ANDREZIEUX;SFR;;;2021-08-13;;2G+3G+4G+5G;75018;"{""coordinates"": [2.3536608854496066, 48.89361536253585], ""type"": ""Point""}";48.89361536253585, 2.3536608854496066
750111;211  RUE CHAMPIONNET;SFR;;;2022-03-18;;2G+3G+4G+5G;75018;"{""coordinates"": [2.330746886628739, 48.89368733963223], ""type"": ""Point""}";48.89368733963223, 2.330746886628739
7510000049;32 rue Gabrielle;SFR;;;;;2G+3G+4G+;75018;"{""coordinates"": [2.339545499668608, 48.886145999697696], ""type"": ""Point""}";48.886145999697696, 2.339545499668608
751318;41  AVENUE DE FLANDRE;SFR;;;2021-03-19;;2G+3G+4G+5G;75019;"{""coordinates"": [2.3712119998650887, 48.886550999728385], ""type"": ""Point""}";48.886550999728385, 2.3712119998650887
751294;7  RUE DES LYANES;SFR;;;2021-04-07;;2G+3G+4G+5G;75020;"{""coordinates"": [2.4059519999272614, 48.86295299967727], ""type"": ""Point""}";48.86295299967727, 2.4059519999272614
756611;43  RUE PIAT;SFR;;;2021-10-15;;2G+3G+4G+5G;75020;"{""coordinates"": [2.3843020135661974, 48.872570276320666], ""type"": ""Point""}";48.872570276320666, 2.3843020135661974
756180;11  RUE BENJAMIN GODARD;SFR;;;2023-12-06;;2G+3G+4G+5G;75116;"{""coordinates"": [2.2753429482811827, 48.86660628514675], ""type"": ""Point""}";48.86660628514675, 2.2753429482811827
T15748;51  rue  DES ARCHIVES;BOUYGUES;2000-08-02;;2021-07-11;;;75003;"{""coordinates"": [2.3579402899006277, 48.86105913336366], ""type"": ""Point""}";48.86105913336366, 2.3579402899006277
T10967;5  place  SAINT MICHEL;BOUYGUES;1999-06-03;;2022-05-24;;;75005;"{""coordinates"": [2.3443110006726795, 48.85316999986182], ""type"": ""Point""}";48.85316999986182, 2.3443110006726795
T15203;12  boulevard  DES INVALIDES;BOUYGUES;2003-09-25;;2022-02-06;;;75007;"{""coordinates"": [2.3145140459857942, 48.85318279200069], ""type"": ""Point""}";48.85318279200069, 2.3145140459857942
T10613;97  rue  DU FAUBOURG SAINT ANTOINE;BOUYGUES;1996-05-31;;2020-11-26;;;75011;"{""coordinates"": [2.3755444815751945, 48.851513384091575], ""type"": ""Point""}";48.851513384091575, 2.3755444815751945
T10599;6  boulevard  VOLTAIRE;BOUYGUES;1996-05-31;;;;;75011;"{""coordinates"": [2.3659129995123895, 48.86606174174307], ""type"": ""Point""}";48.86606174174307, 2.3659129995123895
T15796;53-55  rue  LEON FROT;BOUYGUES;2000-05-09;;;;;75011;"{""coordinates"": [2.385783000315169, 48.85629300009418], ""type"": ""Point""}";48.85629300009418, 2.385783000315169
T15233;17  impasse  TRUILLOT;BOUYGUES;2009-12-11;;;;;75011;"{""coordinates"": [2.37416953828072, 48.86016361729235], ""type"": ""Point""}";48.86016361729235, 2.37416953828072
T15215;82  rue  DE PICPUS;BOUYGUES;2004-04-23;;;;;75012;"{""coordinates"": [2.3985459959595206, 48.84149759365467], ""type"": ""Point""}";48.84149759365467, 2.3985459959595206
T16343;17-21  rue  TRAVERSIÈRE;BOUYGUES;2004-07-02;;;;;75012;"{""coordinates"": [2.3715482563258123, 48.846357619853094], ""type"": ""Point""}";48.846357619853094, 2.3715482563258123
T15319;107  rue  DE REUILLY;BOUYGUES;2016-02-26;;;;;75012;"{""coordinates"": [2.392407000398046, 48.84261300000568], ""type"": ""Point""}";48.84261300000568, 2.392407000398046
T15663;134/134 BIS    RUE DE TOLBIAC;BOUYGUES;2015-02-20;;;;;75013;"{""coordinates"": [2.358337499452953, 48.82626900009586], ""type"": ""Point""}";48.82626900009586, 2.358337499452953
T10124;16  rue  MODIGLIANI;BOUYGUES;1996-05-31;;2021-03-19;;;75015;"{""coordinates"": [2.2795739997270683, 48.83843699970956], ""type"": ""Point""}";48.83843699970956, 2.2795739997270683
T16732;99 BOULEVARD SUCHET;BOUYGUES;2022-06-28;;2022-05-20;;;75016;"{""coordinates"": [2.260072013698903, 48.84964272969027], ""type"": ""Point""}";48.84964272969027, 2.260072013698903
T15465;30  rue  FELICIEN DAVID;BOUYGUES;2016-04-21;;2023-02-23;;;75016;"{""coordinates"": [2.2736540964220002, 48.848772833039845], ""type"": ""Point""}";48.848772833039845, 2.2736540964220002
T10514;10/12  rue  BENJAMIN FRANKLIN;BOUYGUES;1996-05-31;;;;;75016;"{""coordinates"": [2.2856061045646476, 48.8595008216678], ""type"": ""Point""}";48.8595008216678, 2.2856061045646476
T10507;31  bis boulevard  SUCHET;BOUYGUES;1997-11-07;;;;;75016;"{""coordinates"": [2.2654125003585457, 48.85814700043295], ""type"": ""Point""}";48.85814700043295, 2.2654125003585457
T15718;53-55  rue  LEGENDRE;BOUYGUES;2000-05-15;;2021-11-14;;;75017;"{""coordinates"": [2.3165888233266694, 48.88563055561676], ""type"": ""Point""}";48.88563055561676, 2.3165888233266694
T10661;163  rue  DES POISSONNIERS;BOUYGUES;1996-05-31;;;;;75018;"{""coordinates"": [2.352379500407025, 48.89775600026955], ""type"": ""Point""}";48.89775600026955, 2.352379500407025
T96081;4 RUE EMILE BERTIN;BOUYGUES;2023-09-22;;;;;75018;"{""coordinates"": [2.3656905004840953, 48.899043000116336], ""type"": ""Point""}";48.899043000116336, 2.3656905004840953
T10631;3-5  rue  DES BOIS;BOUYGUES;1996-05-31;;2020-11-25;;;75019;"{""coordinates"": [2.3973614993294246, 48.878243999954336], ""type"": ""Point""}";48.878243999954336, 2.3973614993294246
T15896;16, RUE DES ALLOUETTES;BOUYGUES;2000-07-26;;2021-09-18;;;75019;"{""coordinates"": [2.3453459997094406, 48.83216399987217], ""type"": ""Point""}";48.83216399987217, 2.3453459997094406
75102_008_01;18 rue des Jeuneurs;FREE MOBILE;2016-07-07;2016-07-07;;;3G/4G;75002;"{""coordinates"": [2.346395557848252, 48.86911864502056], ""type"": ""Point""}";48.86911864502056, 2.346395557848252
75104_004_02;11 RUE D ARCOLE;FREE MOBILE;2014-11-14;2014-11-14;;;3G/4G;75004;"{""coordinates"": [2.349932524648368, 48.854241640912946], ""type"": ""Point""}";48.854241640912946, 2.349932524648368
75105_001_02;14 RUE SOUFFLOT;FREE MOBILE;2014-03-12;2014-03-12;;;3G/4G;75005;"{""coordinates"": [2.342988259972527, 48.847082236300594], ""type"": ""Point""}";48.847082236300594, 2.342988259972527
75105_013_01;270 RUE SAINT-JACQUES;FREE MOBILE;2014-03-06;2014-03-06;;;3G/4G/5G;75005;"{""coordinates"": [2.3412339971718317, 48.84201964962095], ""type"": ""Point""}";48.84201964962095, 2.3412339971718317
75107_036_03;16 RUE BARBET DE JOUY;FREE MOBILE;2017-12-18;2017-12-18;2023-05-19;;3G/4G/5G;75007;"{""coordinates"": [2.3176170003075263, 48.85405199992071], ""type"": ""Point""}";48.85405199992071, 2.3176170003075263
75108_014_03;5 RUE DE STOCKHOLM;FREE MOBILE;2013-07-09;2013-10-08;2022-04-29;;3G/4G;75008;"{""coordinates"": [2.3223430763421575, 48.87699366862195], ""type"": ""Point""}";48.87699366862195, 2.3223430763421575
75108_067_01;23, rue de Moscou;FREE MOBILE;2019-07-31;2019-10-15;2022-04-29;;3G/4G;75008;"{""coordinates"": [2.323804500051704, 48.881043000114005], ""type"": ""Point""}";48.881043000114005, 2.323804500051704
75108_009_04;59 RUE DE LA BOETIE;FREE MOBILE;2014-11-19;2014-11-19;2022-12-01;;3G/4G;75008;"{""coordinates"": [2.3123059330568707, 48.87322132174358], ""type"": ""Point""}";48.87322132174358, 2.3123059330568707
75108_061_01;61, rue de Rome;FREE MOBILE;2019-06-21;2019-07-15;2023-01-26;;3G/4G;75008;"{""coordinates"": [2.3215229995808144, 48.879819000371604], ""type"": ""Point""}";48.879819000371604, 2.3215229995808144
75108_052_02;16 rue de Berri;FREE MOBILE;2018-02-07;2018-02-07;;;3G/4G;75008;"{""coordinates"": [2.304938105869203, 48.87263180320971], ""type"": ""Point""}";48.87263180320971, 2.304938105869203
75109_032_05;59 rue de Châteaudun;FREE MOBILE;2021-02-01;2021-02-01;2021-03-19;;3G/4G/5G;75009;"{""coordinates"": [2.332323000658566, 48.876210000125056], ""type"": ""Point""}";48.876210000125056, 2.332323000658566
75109_010_06;14 rue de Trévise;FREE MOBILE;2016-10-28;2016-10-27;;;3G/4G;75009;"{""coordinates"": [2.345291999522323, 48.87347400024781], ""type"": ""Point""}";48.87347400024781, 2.345291999522323
75110_014_01;51 BOULEVARD DE STRASBOURG;FREE MOBILE;2011-12-08;2013-06-01;2022-02-10;;3G/4G/5G;75010;"{""coordinates"": [2.355840000423143, 48.87254699965508], ""type"": ""Point""}";48.87254699965508, 2.355840000423143
75110_055_01;1-3 RUE DU CHÂTEAU LANDON;FREE MOBILE;2022-01-17;2022-01-17;2022-02-01;;3G/4G/5G;75010;"{""coordinates"": [2.3622075000665, 48.87945000008248], ""type"": ""Point""}";48.87945000008248, 2.3622075000665
75111_076_01;22 rue Saint-Sabin;FREE MOBILE;2020-12-19;2020-12-19;2021-03-19;;3G/4G/5G;75011;"{""coordinates"": [2.3714729993646237, 48.855951000214546], ""type"": ""Point""}";48.855951000214546, 2.3714729993646237
75111_058_03;196 bis, rue de la Roquette;FREE MOBILE;2019-06-04;2019-05-03;2022-06-30;;3G/4G/5G;75011;"{""coordinates"": [2.3882052132475233, 48.8596358966981], ""type"": ""Point""}";48.8596358966981, 2.3882052132475233
75111_012_08;17 RUE DES AMANDIERS;FREE MOBILE;2015-08-28;2015-08-28;2023-03-09;;3G/4G/5G;75011;"{""coordinates"": [2.3885909999415205, 48.86358300002714], ""type"": ""Point""}";48.86358300002714, 2.3885909999415205
75111_077_01;11 RUE ALPHONSE BAUDIN;FREE MOBILE;2022-10-20;2022-10-20;2022-11-04;;3G/4G/5G;75011;"{""coordinates"": [2.3702254599180774, 48.86067537894921], ""type"": ""Point""}";48.86067537894921, 2.3702254599180774
75112_059_03;26, avenue du Docteur Arnold Netter 75012 Paris;FREE MOBILE;2020-02-05;2020-02-05;2023-08-30;;3G/4G;75012;"{""coordinates"": [2.405358000015289, 48.842748000249784], ""type"": ""Point""}";48.842748000249784, 2.405358000015289
75112_081_01;84, rue du Docteur Arnold Netter;FREE MOBILE;2023-11-22;2023-11-22;2023-12-13;;3G/4G/5G;75012;"{""coordinates"": [2.4062669993246995, 48.84652799994087], ""type"": ""Point""}";48.84652799994087, 2.4062669993246995
75112_021_01;28 BIS RUE DE CHALIGNY;FREE MOBILE;2012-05-22;2015-02-03;;;3G/4G;75012;"{""coordinates"": [2.3839864890563445, 48.847904392764256], ""type"": ""Point""}";48.847904392764256, 2.3839864890563445
75112_025_01;6 PLACE FELIX EBOUE;FREE MOBILE;2014-10-06;2014-10-06;;;3G/4G;75012;"{""coordinates"": [2.3956560000874725, 48.83918399980245], ""type"": ""Point""}";48.83918399980245, 2.3956560000874725
75114_011_01;226 avenue du Maine;FREE MOBILE;2014-02-14;2014-02-14;2023-11-16;;3G/4G/5G;75014;"{""coordinates"": [2.3264459598617013, 48.82859755030023], ""type"": ""Point""}";48.82859755030023, 2.3264459598617013
75115_110_01;8 rue des 4 Frères Peignot;FREE MOBILE;2021-07-28;2021-07-28;2021-08-03;;3G/4G/5G;75015;"{""coordinates"": [2.283727500600924, 48.84723000042741], ""type"": ""Point""}";48.84723000042741, 2.283727500600924
75115_006_02;105 RUE MADEMOISELLE;FREE MOBILE;2014-05-09;2014-05-09;2023-02-22;;3G/4G/5G;75015;"{""coordinates"": [2.3020335000375964, 48.84298199990863], ""type"": ""Point""}";48.84298199990863, 2.3020335000375964
75115_016_01;7 Esplanade Henri de France;FREE MOBILE;2014-06-06;2014-08-07;;;3G/4G/5G;75015;"{""coordinates"": [2.2709360792031883, 48.83892683504372], ""type"": ""Point""}";48.83892683504372, 2.2709360792031883
75115_086_01;31, rue du Général Beuret 75015 Paris;FREE MOBILE;2021-08-30;2021-08-30;;;3G/4G;75015;"{""coordinates"": [2.3022989993834004, 48.84019199989488], ""type"": ""Point""}";48.84019199989488, 2.3022989993834004
75116_041_05;3 Boulevard Flandrin;FREE MOBILE;2017-03-01;2017-03-01;;;3G/4G/5G;75016;"{""coordinates"": [2.271916046327191, 48.86449271789715], ""type"": ""Point""}";48.86449271789715, 2.271916046327191
75116_042_01;7 rue Raynouard;FREE MOBILE;2016-09-16;2016-09-15;;;3G/4G;75016;"{""coordinates"": [2.2843034996522587, 48.858029999985426], ""type"": ""Point""}";48.858029999985426, 2.2843034996522587
75117_053_03;17 et 19 RUE STEPHANE GRAPPELLI;FREE MOBILE;2019-06-28;2019-06-28;2023-07-12;;3G/4G;75017;"{""coordinates"": [2.304458999563506, 48.892797000205924], ""type"": ""Point""}";48.892797000205924, 2.304458999563506
75117_020_05;92 BOULEVARD DE COURCELLES;FREE MOBILE;2015-03-13;2015-03-13;;;3G/4G;75017;"{""coordinates"": [2.304082082003595, 48.87964418667015], ""type"": ""Point""}";48.87964418667015, 2.304082082003595
T97884;4  PLACE DE JUSSIEU;BOUYGUES;2023-07-21;;;;;75005;"{""coordinates"": [2.3551579704565677, 48.846270751825934], ""type"": ""Point""}";48.846270751825934, 2.3551579704565677
T96793;28 RUE BAYARD;BOUYGUES;2020-11-27;;2022-01-11;;;75008;"{""coordinates"": [2.307842999740447, 48.86738100022638], ""type"": ""Point""}";48.86738100022638, 2.307842999740447
T10965;66  avenue  DES CHAMPS-ELYSÉES;BOUYGUES;1999-12-22;;2021-09-28;;;75008;"{""coordinates"": [2.3053680003018098, 48.87085499994526], ""type"": ""Point""}";48.87085499994526, 2.3053680003018098
T15371;43/45 Rue de ROME;BOUYGUES;2018-02-02;;2023-11-16;;;75008;"{""coordinates"": [2.322368999326745, 48.878225999602556], ""type"": ""Point""}";48.878225999602556, 2.322368999326745
T10970;9  avenue  MATIGNON;BOUYGUES;1999-09-17;;;;;75008;"{""coordinates"": [2.311794000668861, 48.87007199984347], ""type"": ""Point""}";48.87007199984347, 2.311794000668861
T10658;35  rue  VICTOR MASSE;BOUYGUES;2000-03-20;;2021-12-29;;;75009;"{""coordinates"": [2.337011999596449, 48.88094400024702], ""type"": ""Point""}";48.88094400024702, 2.337011999596449
T10917;166-168-170  rue  DU FAUBOURG SAINT MARTIN;BOUYGUES;1997-11-24;;2021-02-04;;;75010;"{""coordinates"": [2.3616168272755216, 48.877259129913504], ""type"": ""Point""}";48.877259129913504, 2.3616168272755216
T10153;283  rue  DE CHARENTON;BOUYGUES;1996-05-31;;2020-08-28;;;75012;"{""coordinates"": [2.39361750013797, 48.83477400027308], ""type"": ""Point""}";48.83477400027308, 2.39361750013797
T10915;12-14  boulevard  DE PICPUS;BOUYGUES;1997-10-03;;2021-04-18;;;75012;"{""coordinates"": [2.400858992667138, 48.84004859114915], ""type"": ""Point""}";48.84004859114915, 2.400858992667138
T10665;30-32  avenue  EDISON;BOUYGUES;1996-05-31;;2021-03-17;;;75013;"{""coordinates"": [2.362936081927487, 48.82852425726541], ""type"": ""Point""}";48.82852425726541, 2.362936081927487
T35913;25 RUE DUMERIL;BOUYGUES;2019-12-26;;;;;75013;"{""coordinates"": [2.3583014995714278, 48.836627999957855], ""type"": ""Point""}";48.836627999957855, 2.3583014995714278
T15873;22  rue  BEAUNIER;BOUYGUES;2001-05-03;;2021-04-07;;;75014;"{""coordinates"": [2.3299029559925946, 48.82426266140019], ""type"": ""Point""}";48.82426266140019, 2.3299029559925946
T15876;95  boulevard  BRUNE;BOUYGUES;1999-12-23;;2022-01-11;;;75014;"{""coordinates"": [2.3144219995733555, 48.82589100001534], ""type"": ""Point""}";48.82589100001534, 2.3144219995733555
T15818;41-43  rue  CRONSTADT;BOUYGUES;2000-08-16;;2021-04-19;;;75015;"{""coordinates"": [2.3013279769114536, 48.83313668977041], ""type"": ""Point""}";48.83313668977041, 2.3013279769114536
T15324;242  rue  DE VAUGIRARD;BOUYGUES;2014-12-16;;2021-07-28;;;75015;"{""coordinates"": [2.3029829995842217, 48.840164999638255], ""type"": ""Point""}";48.840164999638255, 2.3029829995842217
T16496;21  place  DU COMMERCE;BOUYGUES;2016-11-07;;2021-09-30;;;75015;"{""coordinates"": [2.2937825578900024, 48.84493881268038], ""type"": ""Point""}";48.84493881268038, 2.2937825578900024
T10517;49-51  rue  DE LA FEDERATION;BOUYGUES;1996-05-31;;2021-12-10;;;75015;"{""coordinates"": [2.295486000356781, 48.85351200024502], ""type"": ""Point""}";48.85351200024502, 2.295486000356781
T15803;37  avenue  DE LOWENDAL;BOUYGUES;2000-02-07;;;;;75015;"{""coordinates"": [2.3028434995916656, 48.84851700039274], ""type"": ""Point""}";48.84851700039274, 2.3028434995916656
T15821;23  rue  JEAN MARIDOR;BOUYGUES;2000-10-11;;;;;75015;"{""coordinates"": [2.286773999323236, 48.83876099997757], ""type"": ""Point""}";48.83876099997757, 2.286773999323236
T15760;36  avenue  D'IÉNA;BOUYGUES;2003-01-27;;2023-03-27;;;75016;"{""coordinates"": [2.2950944994104177, 48.86624699988574], ""type"": ""Point""}";48.86624699988574, 2.2950944994104177
T10979;7  rue  LEMERCIER;BOUYGUES;1999-11-26;;2021-02-18;;;75017;"{""coordinates"": [2.3248485004892276, 48.8856060000455], ""type"": ""Point""}";48.8856060000455, 2.3248485004892276
T15545;48-50  boulevard  DES BATIGNOLLES;BOUYGUES;2016-11-24;;2023-01-29;;;75017;"{""coordinates"": [2.3224195894641673, 48.882690668389735], ""type"": ""Point""}";48.882690668389735, 2.3224195894641673
T10603;2-4  rue  RAYMOND QUENEAU;BOUYGUES;1996-05-31;;2020-11-30;;;75018;"{""coordinates"": [2.362104572401056, 48.895359748564694], ""type"": ""Point""}";48.895359748564694, 2.362104572401056
T15708;258  rue  MARCADET;BOUYGUES;2000-09-15;;2021-01-27;;;75018;"{""coordinates"": [2.329187612055773, 48.89279766213605], ""type"": ""Point""}";48.89279766213605, 2.329187612055773
T10933;4  rue  DE CRIMÉE;BOUYGUES;1998-07-22;;2021-01-16;;;75019;"{""coordinates"": [2.3922045003719457, 48.877451999642496], ""type"": ""Point""}";48.877451999642496, 2.3922045003719457
T10657;29  rue  DE LA SOLIDARITE;BOUYGUES;1996-05-31;;;;;75019;"{""coordinates"": [2.39358934369324, 48.88429709841998], ""type"": ""Point""}";48.88429709841998, 2.39358934369324
T15887;42  rue  DE L'OURCQ;BOUYGUES;2000-12-19;;;;;75019;"{""coordinates"": [2.38078349943364, 48.8915730002442], ""type"": ""Point""}";48.8915730002442, 2.38078349943364
T16768;204 RUE DE CRIMEE;BOUYGUES;2023-11-15;;;;;75019;"{""coordinates"": [2.375360999339336, 48.89207700023341], ""type"": ""Point""}";48.89207700023341, 2.375360999339336
75101_003_13;4 rue du Mont Thabor;FREE MOBILE;2019-06-18;2019-06-18;2023-01-19;;3G/4G;75001;"{""coordinates"": [2.3294745006398143, 48.86547300027896], ""type"": ""Point""}";48.86547300027896, 2.3294745006398143
75101_034_06;16 Quai de la Messigerie;FREE MOBILE;2023-03-24;2023-03-24;2023-04-13;;3G/4G/5G;75001;"{""coordinates"": [2.339690797922043, 48.858814553459666], ""type"": ""Point""}";48.858814553459666, 2.339690797922043
75102_003_01;15 RUE BOURSE;FREE MOBILE;2013-01-23;2014-03-03;;;3G/4G/5G;75002;"{""coordinates"": [2.340545557225657, 48.868740650874834], ""type"": ""Point""}";48.868740650874834, 2.340545557225657
75104_032_12;30 rue saint Paul;FREE MOBILE;2019-10-31;2019-11-26;;;3G/4G;75004;"{""coordinates"": [2.3621849999341036, 48.853908000130176], ""type"": ""Point""}";48.853908000130176, 2.3621849999341036
75106_027_17;129, bd Raspail;FREE MOBILE;2018-03-30;2018-03-30;2023-04-06;;3G/4G/5G;75006;"{""coordinates"": [2.3290572489626555, 48.84416033819557], ""type"": ""Point""}";48.84416033819557, 2.3290572489626555
75106_025_01;36, rue de Vaugirard;FREE MOBILE;2020-11-27;2020-11-27;;;3G/4G;75006;"{""coordinates"": [2.3354359860629934, 48.84929934435639], ""type"": ""Point""}";48.84929934435639, 2.3354359860629934
75110_005_05;15 à 19, rue du Terrage;FREE MOBILE;2017-07-19;2017-07-19;2023-02-28;;3G/4G;75010;"{""coordinates"": [2.3628734998399614, 48.87728999972477], ""type"": ""Point""}";48.87728999972477, 2.3628734998399614
75110_003_04;25 BOULEVARD MAGENTA;FREE MOBILE;2019-03-06;2019-03-01;2023-08-30;;3G/4G/5G;75010;"{""coordinates"": [2.3605380004450267, 48.871007999571304], ""type"": ""Point""}";48.871007999571304, 2.3605380004450267
75111_005_07;110 RUE JEAN-PIERRE TIMBAUD;FREE MOBILE;2014-12-23;2014-12-23;;;3G/4G/5G;75011;"{""coordinates"": [2.3796190562970665, 48.86827261201937], ""type"": ""Point""}";48.86827261201937, 2.3796190562970665
75112_070_01;23, rue du Charolais 75012 Paris;FREE MOBILE;2020-09-03;2020-09-24;2021-09-01;;3G/4G/5G;75012;"{""coordinates"": [2.386318500651592, 48.84062400008003], ""type"": ""Point""}";48.84062400008003, 2.386318500651592
75112_005_01;121 BD SOULT;FREE MOBILE;2013-11-22;2013-11-22;;;3G/4G;75012;"{""coordinates"": [2.410331504196576, 48.84498058154107], ""type"": ""Point""}";48.84498058154107, 2.410331504196576
75112_010_02;31B BOULEVARD DIDEROT;FREE MOBILE;2012-03-12;2016-04-28;;;3G/4G;75012;"{""coordinates"": [2.3758999936023764, 48.84627538410124], ""type"": ""Point""}";48.84627538410124, 2.3758999936023764
75112_016_04;7 RUE DE RAMBOUILLET;FREE MOBILE;2015-04-09;2015-04-09;;;3G/4G;75012;"{""coordinates"": [2.379946500596152, 48.84375600009493], ""type"": ""Point""}";48.84375600009493, 2.379946500596152
75113_010_04;2 RUE BRUNESEAU;FREE MOBILE;2016-11-07;2016-10-25;2021-03-19;;3G/4G/5G;75013;"{""coordinates"": [2.3878475400881203, 48.82496789634372], ""type"": ""Point""}";48.82496789634372, 2.3878475400881203
75113_056_01;19 RUE DU MOULIN DE LA POINTE;FREE MOBILE;2016-12-28;2016-12-28;2021-09-09;;3G/4G/5G;75013;"{""coordinates"": [2.357015456200136, 48.823821634596904], ""type"": ""Point""}";48.823821634596904, 2.357015456200136
75113_012_01;17 RUE ABEL GANCE;FREE MOBILE;2012-03-15;2014-03-04;2023-06-07;;3G/4G;75013;"{""coordinates"": [2.3737599830989007, 48.83546761815795], ""type"": ""Point""}";48.83546761815795, 2.3737599830989007
